2.380625000000000000e+02,1.272750000000000000e+03
2.395312500000000000e+02,1.258750000000000000e+03
2.409843750000000000e+02,1.247500000000000000e+03
2.424062500000000000e+02,1.241250000000000000e+03
2.438593750000000000e+02,1.231000000000000000e+03
2.453281250000000000e+02,1.225500000000000000e+03
2.467343750000000000e+02,1.219750000000000000e+03
2.481406250000000000e+02,1.214000000000000000e+03
2.495937500000000000e+02,1.208250000000000000e+03
2.510781250000000000e+02,1.204000000000000000e+03
2.525625000000000000e+02,1.195250000000000000e+03
2.540156250000000000e+02,1.197500000000000000e+03
2.554375000000000000e+02,1.195500000000000000e+03
2.568125000000000000e+02,1.193250000000000000e+03
2.583125000000000000e+02,1.192000000000000000e+03
2.596875000000000000e+02,1.194000000000000000e+03
2.612031250000000000e+02,1.194500000000000000e+03
2.625937500000000000e+02,1.193500000000000000e+03
2.640468750000000000e+02,1.203750000000000000e+03
2.654218750000000000e+02,1.205000000000000000e+03
2.668437500000000000e+02,1.206500000000000000e+03
2.682656250000000000e+02,1.212750000000000000e+03
2.697500000000000000e+02,1.216500000000000000e+03
2.712031250000000000e+02,1.223750000000000000e+03
2.725312500000000000e+02,1.228500000000000000e+03
2.740156250000000000e+02,1.232250000000000000e+03
2.753750000000000000e+02,1.245500000000000000e+03
2.767812500000000000e+02,1.257000000000000000e+03
2.781875000000000000e+02,1.266500000000000000e+03
2.795937500000000000e+02,1.279750000000000000e+03
2.836718750000000000e+02,6.215000000000000000e+02
2.850937500000000000e+02,6.175000000000000000e+02
2.880781250000000000e+02,1.342500000000000000e+03
2.895468750000000000e+02,1.318250000000000000e+03
2.909687500000000000e+02,1.297000000000000000e+03
2.924843750000000000e+02,1.265250000000000000e+03
2.938750000000000000e+02,1.235500000000000000e+03
3.268593750000000000e+02,1.285000000000000000e+02
3.360312500000000000e+02,7.932500000000000000e+02
3.376406250000000000e+02,7.635000000000000000e+02
3.389687500000000000e+02,7.600000000000000000e+02
3.404218750000000000e+02,7.532500000000000000e+02
3.418906250000000000e+02,7.507500000000000000e+02
3.432968750000000000e+02,7.477500000000000000e+02
3.448125000000000000e+02,7.465000000000000000e+02
3.463125000000000000e+02,7.390000000000000000e+02
3.477187500000000000e+02,7.397500000000000000e+02
3.490937500000000000e+02,7.420000000000000000e+02
3.505625000000000000e+02,7.367500000000000000e+02
3.521093750000000000e+02,7.362500000000000000e+02
3.535312500000000000e+02,7.362500000000000000e+02
3.548750000000000000e+02,7.285000000000000000e+02
3.563593750000000000e+02,7.320000000000000000e+02
3.577656250000000000e+02,7.315000000000000000e+02
3.591562500000000000e+02,7.315000000000000000e+02
6.718750000000000000e-01,7.280000000000000000e+02
2.156250000000000000e+00,7.277500000000000000e+02
3.625000000000000000e+00,7.225000000000000000e+02
5.015625000000000000e+00,7.212500000000000000e+02
6.500000000000000000e+00,7.172500000000000000e+02
7.921875000000000000e+00,7.097500000000000000e+02
9.296875000000000000e+00,7.052500000000000000e+02
1.078125000000000000e+01,6.997500000000000000e+02
1.209375000000000000e+01,6.962500000000000000e+02
1.346875000000000000e+01,6.962500000000000000e+02
1.500000000000000000e+01,6.900000000000000000e+02
1.631250000000000000e+01,6.897500000000000000e+02
1.785937500000000000e+01,6.870000000000000000e+02
5.756250000000000000e+01,7.877500000000000000e+02
5.893750000000000000e+01,7.902500000000000000e+02
6.042187500000000000e+01,7.997500000000000000e+02
6.168750000000000000e+01,8.022500000000000000e+02
6.320312500000000000e+01,8.020000000000000000e+02
6.462500000000000000e+01,8.082500000000000000e+02
6.596875000000000000e+01,8.090000000000000000e+02
6.745312500000000000e+01,8.157500000000000000e+02
6.884375000000000000e+01,8.210000000000000000e+02
7.034375000000000000e+01,8.257500000000000000e+02
7.162500000000000000e+01,8.312500000000000000e+02
7.309375000000000000e+01,8.332500000000000000e+02
7.454687500000000000e+01,8.350000000000000000e+02
7.589062500000000000e+01,8.372500000000000000e+02
7.746875000000000000e+01,8.377500000000000000e+02
7.885937500000000000e+01,8.347500000000000000e+02
8.023437500000000000e+01,8.357500000000000000e+02
8.167187500000000000e+01,8.362500000000000000e+02
8.312500000000000000e+01,8.375000000000000000e+02
8.457812500000000000e+01,8.362500000000000000e+02
8.596875000000000000e+01,8.337500000000000000e+02
8.737500000000000000e+01,8.415000000000000000e+02
8.879687500000000000e+01,8.395000000000000000e+02
9.021875000000000000e+01,8.525000000000000000e+02
9.160937500000000000e+01,8.537500000000000000e+02
9.314062500000000000e+01,8.590000000000000000e+02
