2.795781250000000000e+02,1.489000000000000000e+03
2.810468750000000000e+02,1.467500000000000000e+03
2.824687500000000000e+02,1.440750000000000000e+03
2.862500000000000000e+02,4.372500000000000000e+02
2.875781250000000000e+02,4.235000000000000000e+02
2.892343750000000000e+02,4.112500000000000000e+02
2.906875000000000000e+02,4.037500000000000000e+02
2.920312500000000000e+02,4.127500000000000000e+02
2.939218750000000000e+02,1.267750000000000000e+03
2.954531250000000000e+02,1.149500000000000000e+03
2.969375000000000000e+02,1.124000000000000000e+03
2.982812500000000000e+02,1.190250000000000000e+03
2.997187500000000000e+02,1.171250000000000000e+03
3.141250000000000000e+02,9.787500000000000000e+02
3.155156250000000000e+02,9.557500000000000000e+02
3.168281250000000000e+02,1.008500000000000000e+03
3.182031250000000000e+02,1.036250000000000000e+03
3.196406250000000000e+02,1.021500000000000000e+03
3.211718750000000000e+02,1.000500000000000000e+03
3.225000000000000000e+02,9.805000000000000000e+02
3.240000000000000000e+02,9.715000000000000000e+02
3.254687500000000000e+02,9.605000000000000000e+02
3.268906250000000000e+02,9.485000000000000000e+02
3.282968750000000000e+02,9.350000000000000000e+02
3.297656250000000000e+02,9.160000000000000000e+02
3.312343750000000000e+02,9.137500000000000000e+02
3.326093750000000000e+02,9.012500000000000000e+02
3.340468750000000000e+02,8.960000000000000000e+02
3.355000000000000000e+02,8.880000000000000000e+02
3.369687500000000000e+02,8.695000000000000000e+02
3.383281250000000000e+02,8.625000000000000000e+02
3.398437500000000000e+02,8.465000000000000000e+02
3.412031250000000000e+02,8.357500000000000000e+02
3.426875000000000000e+02,8.282500000000000000e+02
3.440937500000000000e+02,8.082500000000000000e+02
3.456406250000000000e+02,7.972500000000000000e+02
3.470625000000000000e+02,7.832500000000000000e+02
3.483593750000000000e+02,7.712500000000000000e+02
3.498750000000000000e+02,7.600000000000000000e+02
3.513593750000000000e+02,7.515000000000000000e+02
3.527343750000000000e+02,7.472500000000000000e+02
3.542500000000000000e+02,7.400000000000000000e+02
3.554843750000000000e+02,7.370000000000000000e+02
3.570625000000000000e+02,7.207500000000000000e+02
3.584375000000000000e+02,7.180000000000000000e+02
3.598593750000000000e+02,6.935000000000000000e+02
1.546875000000000000e+00,6.615000000000000000e+02
3.062500000000000000e+00,6.312500000000000000e+02
4.421875000000000000e+00,6.027500000000000000e+02
6.015625000000000000e+00,5.785000000000000000e+02
7.500000000000000000e+00,5.537500000000000000e+02
8.984375000000000000e+00,5.342500000000000000e+02
1.064062500000000000e+01,5.135000000000000000e+02
1.217187500000000000e+01,4.960000000000000000e+02
1.346875000000000000e+01,4.807500000000000000e+02
1.520312500000000000e+01,4.632500000000000000e+02
1.659375000000000000e+01,4.520000000000000000e+02
1.829687500000000000e+01,4.357500000000000000e+02
1.978125000000000000e+01,4.242500000000000000e+02
2.098437500000000000e+01,4.145000000000000000e+02
2.289062500000000000e+01,4.030000000000000000e+02
2.429687500000000000e+01,3.950000000000000000e+02
2.590625000000000000e+01,3.860000000000000000e+02
2.732812500000000000e+01,3.787500000000000000e+02
2.851562500000000000e+01,3.715000000000000000e+02
3.032812500000000000e+01,3.637500000000000000e+02
3.173437500000000000e+01,3.580000000000000000e+02
3.342187500000000000e+01,3.527500000000000000e+02
3.459375000000000000e+01,3.475000000000000000e+02
3.582812500000000000e+01,3.422500000000000000e+02
3.737500000000000000e+01,3.385000000000000000e+02
3.870312500000000000e+01,3.375000000000000000e+02
5.479687500000000000e+01,3.010000000000000000e+02
5.615625000000000000e+01,3.020000000000000000e+02
5.764062500000000000e+01,3.017500000000000000e+02
5.928125000000000000e+01,3.002500000000000000e+02
6.050000000000000000e+01,3.000000000000000000e+02
6.240625000000000000e+01,2.992500000000000000e+02
6.387500000000000000e+01,2.990000000000000000e+02
6.556250000000000000e+01,3.002500000000000000e+02
6.657812500000000000e+01,3.005000000000000000e+02
6.812500000000000000e+01,2.995000000000000000e+02
6.935937500000000000e+01,3.005000000000000000e+02
7.117187500000000000e+01,3.015000000000000000e+02
7.242187500000000000e+01,3.025000000000000000e+02
7.404687500000000000e+01,3.032500000000000000e+02
7.478125000000000000e+01,3.050000000000000000e+02
7.604687500000000000e+01,3.072500000000000000e+02
