3.577812500000000000e+02,7.782500000000000000e+02
3.118593750000000000e+02,7.952500000000000000e+02
3.133437500000000000e+02,7.575000000000000000e+02
3.171562500000000000e+02,1.035500000000000000e+03
3.186718750000000000e+02,1.027000000000000000e+03
3.200937500000000000e+02,9.932500000000000000e+02
3.215312500000000000e+02,1.006750000000000000e+03
3.228750000000000000e+02,1.000250000000000000e+03
3.243906250000000000e+02,9.997500000000000000e+02
3.257656250000000000e+02,1.000250000000000000e+03
3.272968750000000000e+02,9.925000000000000000e+02
3.305312500000000000e+02,4.410000000000000000e+02
3.322968750000000000e+02,4.267500000000000000e+02
3.338281250000000000e+02,4.117500000000000000e+02
3.349062500000000000e+02,4.157500000000000000e+02
3.372812500000000000e+02,9.905000000000000000e+02
3.386875000000000000e+02,9.877500000000000000e+02
3.400937500000000000e+02,9.830000000000000000e+02
3.416093750000000000e+02,9.817500000000000000e+02
3.429218750000000000e+02,9.867500000000000000e+02
3.443750000000000000e+02,9.855000000000000000e+02
3.457968750000000000e+02,9.745000000000000000e+02
3.472812500000000000e+02,9.725000000000000000e+02
3.486718750000000000e+02,9.850000000000000000e+02
3.501562500000000000e+02,9.770000000000000000e+02
3.515312500000000000e+02,9.865000000000000000e+02
3.529843750000000000e+02,9.785000000000000000e+02
3.543593750000000000e+02,9.795000000000000000e+02
3.558437500000000000e+02,9.777500000000000000e+02
3.572343750000000000e+02,9.745000000000000000e+02
3.586718750000000000e+02,9.737500000000000000e+02
6.250000000000000000e-02,9.705000000000000000e+02
1.531250000000000000e+00,9.632500000000000000e+02
2.968750000000000000e+00,9.500000000000000000e+02
4.437500000000000000e+00,9.475000000000000000e+02
5.906250000000000000e+00,9.390000000000000000e+02
7.359375000000000000e+00,9.312500000000000000e+02
8.734375000000000000e+00,9.267500000000000000e+02
1.021875000000000000e+01,9.192500000000000000e+02
1.153125000000000000e+01,9.180000000000000000e+02
1.303125000000000000e+01,9.145000000000000000e+02
1.445312500000000000e+01,9.105000000000000000e+02
1.585937500000000000e+01,9.080000000000000000e+02
1.734375000000000000e+01,9.077500000000000000e+02
